word,valence,arousal
palette,0.18,-0.334
palindrome,0.667,0.0
palisade,0.0,-0.583
pall,-0.446,-0.226
palladium,-0.06,-0.24
pallbearer,-0.667,-0.667
pallet,0.208,-0.518
palliative,0.298,-0.44
pallid,-0.625,-0.389
pallor,-0.667,-0.542
palm,0.062,-0.612
palmer,-0.04,-0.462
palmetto,0.333,-0.714
palmist,0.0,0.625
palmistry,0.0,0.25
palmtree,0.815,-0.833
palomino,0.232,-0.302
palp,0.0,-0.37
palpability,0.042,0.042
palpable,0.104,-0.314
palpably,0.0,0.143
palpate,0.0,0.333
palpation,0.0,0.519
palpitate,-0.625,1.0
palpitation,-0.667,1.0
palpitations,-0.166,0.404
palsy,-0.834,-0.108
paltriness,-1.0,-0.63
paltry,-0.334,-0.018
pamper,0.584,-0.358
pamperer,0.63,0.667
pamphlet,0.06,-0.5
pamphleteer,0.0,0.667
pan,0.468,-0.636
panacea,-0.16,-0.146
panache,0.02,-0.274
panama,0.333,0.0
pancake,0.604,-0.452
pancakes,0.688,-0.254
pancetta,0.667,0.286
panchromatic,0.667,0.0
pancreas,-0.062,-0.396
pancreatic,-0.208,-0.704
pancreatitis,-0.762,-0.476
panda,0.292,-0.612
pandemic,-0.68,0.58
pandemonium,-0.542,0.77
pander,-0.667,0.667
panderer,-0.889,0.63
pane,-0.23,-0.5
panel,-0.062,-0.358
panelist,0.0,0.583
panfry,0.381,0.667
pang,-0.708,0.19
panhandle,-0.118,-0.138
panhandler,-0.667,0.667
panic,-0.876,0.876
panicattack,-0.49,0.448
panicked,-0.8,0.898
panicking,-0.812,0.764
panicky,-0.432,0.955
panier,0.0,-0.216
panning,0.0,0.571
panorama,0.438,-0.196
panoramic,0.084,-0.076
panoramically,0.542,-0.583
panpipe,0.667,-0.667
pansexual,0.095,0.429
pant,-0.104,-0.074
pantaloon,0.0,0.0
pantheism,0.0,0.0
pantheist,0.0,-0.4
pantheistic,0.667,0.0
pantheon,-0.712,-0.18
panther,-0.394,0.188
panties,0.188,0.058
pantomime,0.104,-0.038
pantry,0.244,-0.412
pants,0.346,-0.36
pantsuit,0.667,0.042
panty,-0.098,0.114
pantyhose,0.14,0.078
pap,-0.124,-0.194
papa,0.312,-0.32
papacy,-0.038,-0.474
papal,-0.014,-0.392
paparazzi,-0.667,0.958
paparazzo,-0.667,0.667
papaya,0.26,-0.388
paper,0.04,-0.754
paperback,0.266,-0.462
paperboard,0.0,-0.583
paperbound,0.0,-0.593
paperboy,0.042,-0.02
paperclip,0.0,-0.667
paperhanger,0.0,0.667
paperless,0.619,-0.593
papermaker,0.333,-0.667
papermaking,0.19,0.667
paperweight,-0.158,-0.444
paperwork,-0.104,-0.29
papery,0.0,-0.81
papillary,0.0,0.0
papilloma,-0.611,-0.143
papist,-0.667,0.0
papoose,0.37,-0.083
pappy,0.667,-0.583
paprika,-0.166,-0.5
papyrus,-0.082,-0.52
par,0.23,-0.256
parable,-0.042,-0.286
parabola,0.084,-0.174
parabolic,-0.082,0.018
parachute,0.124,0.574
parachutist,0.429,0.952
parade,0.584,0.37
paradigm,0.146,-0.142
paradigmatic,0.667,-0.593
paradigmatically,0.048,-0.259
paradise,0.75,0.08
paradox,-0.166,-0.116
paradoxical,-0.188,0.094
paradoxically,0.0,0.222
paraffin,-0.148,-0.418
paraglider,0.733,0.889
paragliding,0.762,0.905
paragon,-0.02,-0.138
paragraph,0.02,-0.672
parakeet,0.152,-0.226
paralegal,-0.042,-0.06
parallax,-0.126,-0.212
parallel,0.136,-0.432
parallelism,0.098,-0.274
parallelization,0.524,0.619
parallelogram,0.0,-0.667
paralyses,-0.833,-1.0
paralysis,-0.688,0.0
paralytic,-0.952,-1.0
paralyze,-0.624,-0.266
paramedic,0.346,-0.072
paramedical,0.185,0.667
paramedics,-0.042,0.188
parameter,0.0,0.0
parameters,0.0,0.0
parametric,0.0,0.048
parametrical,0.0,0.0
paramilitary,-0.692,0.608
paramount,0.476,0.23
paramour,-0.417,0.667
paranoia,-0.708,0.682
paranoid,-0.756,0.836
paranormal,-0.666,0.628
parapet,-0.1,-0.288
paraphernalia,-0.114,0.452
paraphrase,0.0,-0.25
paraphraser,0.0,0.63
paraplegia,-0.926,-0.917
paraplegic,-0.624,-0.118
paraprofessional,0.619,0.519
parapsychology,-0.042,0.111
parasail,0.722,1.0
parasite,-0.816,-0.116
parasitic,-0.926,0.2
parasitical,-1.0,-0.037
parasitically,-0.667,0.63
parasitism,-0.667,0.583
parasitology,0.0,-0.074
parasol,0.208,-0.49
parasympathetic,0.5,-0.963
parathyroid,0.0,-0.095
paratroop,0.0,0.952
paratrooper,0.0,1.0
parcel,0.32,-0.352
parcels,0.102,-0.11
parch,-0.476,-1.0
parched,-0.5,-0.53
parchedness,-0.667,-0.5
parchment,0.23,-0.544
pard,0.667,-0.417
pardner,0.542,0.407
pardon,0.104,-0.174
pardonable,0.619,-0.583
pardonably,0.5,-0.481
pardoner,-0.667,0.556
pare,0.0,-0.288
parenchyma,0.0,-0.202
parent,0.624,-0.286
parentage,0.806,-0.236
parental,0.52,-0.14
parentally,0.381,-0.667
parentheses,0.0,-0.583
parenthesis,0.02,-0.49
parenthesize,0.0,0.481
parenthetic,0.0,-0.542
parenthetical,-0.02,-0.346
parenthetically,0.0,-0.667
parenthood,0.5,0.26
parenting,0.624,0.04
parentless,-0.667,-0.381
parfait,0.714,-0.5
pariah,-0.206,-0.044
parietal,-0.038,-0.334
paring,-0.142,-0.118
parish,0.396,-0.292
parishioner,0.333,-0.667
parity,0.164,-0.188
park,0.632,-0.314
parka,-0.062,-0.038
parking,0.554,-0.062
parkinsons,-0.792,0.14
parkland,0.667,-0.63
parkway,0.593,-0.25
parlance,0.02,-0.3
parlay,-0.062,0.222
parliament,0.146,0.08
parliamentarian,0.63,0.611
parliamentarianism,0.667,0.556
parliamentary,-0.02,0.108
parlor,0.0,-0.346
parlour,0.467,-0.667
parmesan,0.396,-0.358
parochial,-0.444,-0.667
parochialism,-0.667,-0.667
parochially,0.0,-0.5
parody,0.122,0.302
parole,-0.224,0.24
parolee,-0.667,-0.333
paroxysm,-0.667,1.0
parquet,0.082,-0.52
parrot,0.176,-0.334
parrotfish,0.0,0.375
parry,0.02,-0.192
parse,-0.062,-0.088
parsimonious,-0.166,-0.376
parsimoniously,-0.375,-0.667
parsimoniousness,-0.333,-0.667
parsimony,-0.102,-0.44
parsley,-0.084,-0.66
parsnip,0.25,-0.583
parson,0.166,-0.5
parsonage,0.25,-1.0
part,0.326,-0.444
partake,0.51,0.312
partaker,0.375,0.333
parthenogenesis,0.083,0.0
partial,-0.142,-0.352
partiality,-0.25,-0.24
partially,-0.164,-0.264
partialness,-0.333,-0.667
participant,0.424,0.196
participate,0.51,0.16
participated,0.625,0.667
participation,0.562,0.4
participative,0.917,0.704
participator,0.667,0.708
participatory,0.667,0.667
participle,0.0,0.0
particle,0.042,-0.47
particleboard,-0.111,-0.571
particular,0.124,-0.196
particularism,-0.292,-0.667
particularity,0.34,-0.132
particularization,0.095,-0.417
particularize,0.0,0.5
particularly,0.111,0.0
particulars,0.208,-0.304
particulate,0.0,0.0
parties,0.667,1.0
parting,-0.48,0.084
partisan,0.23,0.098
partisanship,-0.124,0.132
partition,0.23,-0.062
partitioner,0.0,0.667
partly,-0.17,-0.18
partner,0.346,-0.396
partnership,0.572,-0.226
partook,0.333,0.667
partridge,0.166,-0.17
parts,-0.082,-0.346
parttime,-0.048,-0.143
partway,0.0,0.0
party,0.896,0.68
partygoer,0.667,1.0
pas,-0.02,-0.312
paso,0.0,0.0
pass,0.02,-0.352
passable,0.376,-0.326
passably,0.333,-0.381
passage,-0.142,-0.372
passageway,-0.02,-0.222
passbook,0.292,-0.519
passcode,0.19,-0.074
passe,0.062,-0.286
passenger,0.434,-0.174
passer,0.556,0.583
passerby,0.0,0.037
passim,-0.084,-0.018
passing,-0.084,-0.404
passion,0.708,0.73
passionate,0.99,0.448
passionately,0.722,1.0
passionflower,0.533,-0.833
passionless,-0.667,-1.0
passionlessly,-0.429,-0.905
passive,-0.16,-0.768
passively,-0.143,-1.0
passiveness,-0.333,-1.0
passivism,-0.083,-0.833
passivity,-0.518,-0.77
passkey,0.292,0.0
passover,0.667,-0.444
passport,0.306,-0.086
password,-0.22,-0.288
past,-0.02,-0.156
pasta,0.23,-0.388
paste,0.0,0.112
pasteboard,0.0,-0.524
pastel,0.438,-0.286
pasteurization,0.944,-0.583
pasteurize,0.704,0.667
pasteurizer,0.733,0.583
pasties,-0.056,-0.667
pastille,0.389,-0.667
pastime,0.354,-0.294
pastiness,-0.5,-0.815
pastor,0.396,-0.528
pastoral,0.667,-0.542
pastorale,0.556,-0.481
pastoralist,0.667,-0.667
pastorally,0.5,-0.778
pastrami,0.084,-0.17
pastry,0.74,-0.186
pasture,0.376,-0.71
pastureland,0.667,-1.0
pasty,-0.042,-0.274
pat,-0.164,-0.246
patch,-0.122,-0.424
patchable,0.444,-0.083
patcher,0.0,0.667
patchiness,-0.389,-0.25
patchouli,-0.222,-0.083
patchwork,0.0,-0.48
patchy,-0.333,0.0
pate,-0.188,-0.48
patella,-0.14,-0.48
patent,0.448,-0.218
patentability,0.5,-0.524
patentable,0.476,-0.083
patented,0.142,-0.156
patently,0.0,0.0
paternal,0.552,-0.294
paternalism,-0.667,-0.667
paternalist,-0.476,-0.667
paternalistic,-0.524,-0.625
paternalistically,-0.333,-0.625
paternally,0.444,-0.593
paternity,0.408,0.18
path,0.18,-0.51
pathetic,-0.824,-0.072
pathetically,-0.667,-0.333
pathfinder,0.667,0.593
pathless,-0.333,-1.0
pathogen,-0.714,0.292
pathogenesis,-0.667,0.619
pathogenic,-1.0,0.593
pathologic,-0.704,0.667
pathological,-0.56,0.204
pathologically,-0.704,-0.407
pathologist,-0.292,0.104
pathology,-0.458,0.12
pathophysiology,-0.611,0.37
pathos,-0.3,-0.102
pathway,0.292,-0.18
patience,0.542,-0.75
patient,0.166,-0.614
patiently,0.815,-0.792
patio,0.124,-0.51
patisserie,1.0,-0.667
patriarch,0.184,-0.104
patriarchal,0.062,0.0
patriarchic,-0.476,-0.296
patriarchy,-0.667,0.5
patricidal,-1.0,1.0
patricide,-0.714,0.852
patrimony,0.438,-0.188
patriot,0.542,0.27
patriotic,0.75,0.018
patriotically,1.0,0.185
patriotism,0.416,0.27
patrol,-0.146,0.328
patroller,0.0,0.667
patrolling,0.0,0.667
patrolman,-0.062,0.462
patrolwoman,0.667,0.714
patron,0.166,-0.098
patronage,0.166,-0.02
patroness,0.667,-0.074
patronising,-0.122,-0.09
patronization,-0.667,0.524
patronize,-0.14,-0.098
patronizing,0.084,-0.27
patter,-0.376,0.27
pattern,-0.042,-0.156
patternmaker,0.556,0.667
patternmaking,0.619,0.571
paucity,-0.694,-0.094
paunch,-0.6,-0.619
paunchiness,-0.619,-0.619
paunchy,-0.667,-0.667
pauper,-0.48,-0.306
pauperism,-0.667,-0.667
pause,-0.142,-0.624
pave,0.188,-0.02
pavement,-0.08,-0.294
paver,0.0,0.5
pavestone,0.083,-0.926
pavilion,0.166,0.0
paving,-0.184,-0.062
paw,-0.166,-0.28
pawn,-0.22,-0.358
pawnbroker,-0.619,0.296
pawnshop,-0.208,-0.122
pax,0.102,-0.158
pay,0.028,0.176
payable,-0.23,-0.04
payback,-0.082,0.0
paycheck,0.792,0.26
payday,0.719,0.482
payee,0.0,0.0
payer,-0.374,0.26
payload,0.224,0.02
paymaster,0.458,0.25
payment,0.258,-0.096
payoff,0.48,0.288
payout,0.292,0.2
payphone,-0.062,-0.28
payroll,0.042,-0.28
pdf,-0.138,-0.4
pea,0.16,-0.45
peabody,0.0,0.0
peace,0.939,-0.844
peaceable,0.552,-0.732
peaceably,0.704,-0.958
peaceful,0.734,-0.892
peacefully,0.802,-0.62
peacefulness,1.0,-1.0
peacekeeper,0.73,-0.36
peacekeeping,1.0,-0.611
peacemaker,1.0,-0.625
peacemaking,1.0,-0.667
peaceofmind,0.572,-0.68
peacetime,0.898,-0.64
peach,0.408,-0.04
peachiness,1.0,-0.667
peachy,0.442,-0.042
peacock,0.572,-0.102
peak,0.0,-0.31
peaked,0.354,0.408
peaky,-0.667,-0.25
peal,0.667,0.963
peanut,0.292,-0.596
peanuts,0.084,-0.412
pear,0.354,-0.681
pearl,0.81,-0.15
pearlescent,0.792,-0.63
pearliness,0.875,-0.619
pearly,0.27,-0.326
pears,0.292,-0.208
peas,0.084,-0.434
peasant,0.06,-0.45
peasantry,-0.333,-0.667
peashooter,-0.042,0.667
peat,-0.334,0.31
pebble,-0.292,-0.294
pebbled,0.0,-0.792
pebblestone,0.0,-0.857
pebbly,0.0,-0.667
pecan,0.104,-0.368
peck,-0.596,0.06
pecker,-0.082,0.018
peckish,0.0,0.333
pectin,0.0,-0.889
pectoral,0.167,0.0
peculiar,0.2,-0.018
peculiarities,0.022,-0.08
peculiarity,-0.122,-0.096
peculiarly,0.23,-0.1
pecuniary,-0.02,-0.02
pedagogic,0.667,0.458
pedagogical,0.583,-0.583
pedagogically,0.667,-0.667
pedagogue,0.429,0.593
pedagogy,0.704,0.593
pedal,0.0,-0.36
pedant,-0.619,-0.25
pedantic,-0.542,0.216
pedantically,-0.667,0.571
pedantry,-0.625,-0.429
peddle,0.078,0.098
peddler,-0.184,-0.038
pedes,0.0,0.0
pedestal,0.47,-0.432
pedestrian,-0.124,-0.28
pedestrianism,0.0,0.667
pediatric,0.12,-0.076
pediatrician,0.204,0.0
pediatrics,0.5,-0.24
pedicure,0.39,-0.462
pedicurist,0.375,0.524
pedigree,0.25,-0.32
pedigreed,0.667,-0.542
pediment,0.0,-1.0
pedology,-0.417,-0.222
pedometer,-0.062,0.122
pedophile,-0.898,0.448
pedophilia,-1.0,0.958
pedophilic,-1.0,0.704
pee,-0.102,0.058
peed,-0.222,0.8
peek,-0.028,-0.28
peekaboo,0.184,0.214
peel,-0.122,-0.5
peeler,0.0,0.667
peep,0.146,-0.366
peeper,-0.636,0.074
peephole,-0.042,0.0
peepshow,-0.5,0.667
peer,-0.084,-0.358
peering,0.028,-0.182
peerless,0.376,-0.1
peerlessly,1.0,-0.19
peeve,-0.548,0.182
peeved,-0.688,0.5
peevish,-0.667,-0.417
peevishly,-0.667,-0.375
peevishness,-1.0,0.63
peewee,-0.042,-0.37
peg,0.04,-0.286
pegboard,0.0,0.583
pegged,0.0,0.556
pegging,0.0,0.571
pegs,-0.184,-0.428
peice,-0.042,-0.156
pejorative,-0.778,0.0
pejoratively,-0.667,0.37
pelagic,0.042,0.108
pelican,0.146,-0.218
pellet,-0.104,-0.22
pelt,-0.467,0.708
pelvic,-0.36,0.264
pelvis,-0.244,0.236
pen,0.244,-0.612
penal,-0.584,0.13
penalization,-0.778,0.667
penalize,-0.708,0.625
penalty,-0.876,-0.02
penance,-0.562,0.334
pence,0.0,-0.111
penchant,0.376,-0.04
pencil,0.104,-0.6
pencilsharpener,0.042,0.667
pend,0.0,-0.583
pendant,0.352,-0.358
pendency,-0.208,-0.096
pendent,-0.06,-0.24
pending,-0.208,-0.118
pendulant,-0.083,-0.593
pendulous,-0.286,0.056
pendulously,0.0,-0.667
pendulum,0.084,-0.264
penetrability,0.0,-0.407
penetrable,-0.042,-0.333
penetrably,0.0,0.333
penetrant,0.0,0.333
penetrate,-0.426,0.754
penetrated,-0.333,0.667
penetrating,-0.062,0.584
penetration,-0.124,0.77
penetrative,0.0,0.667
penetrator,-0.333,1.0
penguin,0.23,-0.408
penholder,0.037,-0.63
penicillin,-0.166,-0.138
penile,-0.02,0.472
peninsula,0.102,-0.232
peninsular,0.0,-0.778
penitence,0.333,-0.875
penitent,0.084,0.06
penitential,-0.467,-0.625
penitentiary,-0.542,0.452
penitently,-0.481,-0.667
penknife,0.167,0.0
penlight,0.333,0.476
penmanship,0.354,-0.432
pennant,0.084,-0.24
pennies,0.0,0.0
penniless,-0.876,-0.368
pennilessness,-0.917,-0.762
penning,0.333,-0.333
pennsylvania,0.0,-0.074
penny,0.23,-0.396
pennyweight,0.0,-0.381
pennyworth,-0.048,0.0
penpal,0.519,-0.542
pension,0.25,-0.182
pensionable,0.667,-0.667
pensioner,-0.12,-0.51
pensive,0.08,-0.56
pensively,-0.333,-0.667
pensiveness,-0.074,-0.667
pent,-0.593,-0.524
pentacle,0.0,0.0
pentagon,-0.02,0.272
pentagonal,0.0,0.0
pentagram,0.02,-0.134
pentameter,0.042,-0.524
pentathlon,0.667,1.0
pentatonic,0.0,0.148
pentecost,0.333,-0.333
pentecostal,0.083,0.667
penthouse,0.184,-0.14
penultimate,-0.062,-0.268
peon,-0.458,-0.524
people,0.208,-0.2
peopled,0.188,-0.1
pep,0.02,0.02
pepper,-0.2,0.078
pepperbox,0.0,0.0
peppercorn,0.0,-0.125
peppermint,0.44,-0.472
pepperoni,0.592,-0.056
peppery,0.407,0.667
peppiness,1.0,1.0
peppy,0.354,0.058
peptic,-0.204,-0.074
peptide,-0.24,-0.04
perambulate,0.296,0.63
perambulatory,0.0,0.625
perceivable,0.25,0.0
perceivably,0.0,-0.095
perceive,0.306,-0.02
perceived,0.0,0.0
perceiver,0.667,0.333
percent,-0.06,-0.3
percentage,-0.062,-0.2
percentile,-0.042,-0.18
percept,0.0,0.333
perceptibility,0.667,0.042
perceptible,0.42,-0.08
perceptibly,0.0,0.333
perception,0.306,-0.038
perceptional,0.0,-0.37
perceptive,0.49,0.0
perceptively,0.667,0.37
perceptiveness,1.0,0.333
perceptivity,0.917,0.333
perceptual,0.0,-0.37
perceptually,0.056,-0.481
perch,0.062,-0.4
perchance,-0.04,-0.552
percolate,0.333,0.667
percolation,-0.206,-0.166
percolator,0.056,0.625
percussion,0.244,0.27
percussionist,0.542,0.667
percussive,0.0,0.667
percussively,0.0,0.833
percussiveness,0.0,0.667
perdition,-0.73,0.312
perdy,0.0,0.095
peremptory,-0.142,-0.148
perennial,0.054,-0.284
perennially,0.571,0.0
perfect,0.96,-0.058
perfectibility,0.833,0.222
perfection,0.762,0.49
perfectionism,0.667,-0.667
perfectionist,0.334,0.408
perfectionistic,-0.222,0.63
perfective,0.63,0.167
perfectly,1.0,0.0
perfectness,1.0,-0.792
perfecto,0.604,0.134
perforate,-0.583,0.667
perforated,-0.562,0.214
perforation,-0.27,0.336
perforator,0.0,0.667
perforce,-0.286,0.378
perform,0.53,0.11
performable,0.667,0.667
performance,0.5,0.04
perfume,0.48,-0.056
perfumed,0.5,-0.058
perfumer,0.667,-0.667
perfumery,0.667,-0.667
perfunctorily,-0.667,-0.667
perfunctory,-0.476,-0.667
perfusion,0.389,0.667
perhaps,0.0,-0.333
peri,-0.104,-0.134
pericardial,0.0,-1.0
pericardium,0.0,-0.167
peridot,-0.084,-0.038
peril,-0.896,0.82
perilous,-0.593,0.696
perilously,-0.667,0.667
perimeter,-0.06,-0.114
perinatal,0.0,-0.593
perineum,0.0,-1.0
period,-0.208,-0.352
periodic,0.354,-0.352
periodical,0.1,-0.404
periodically,-0.04,-0.372
periodicity,0.292,-0.352
periodontal,-0.593,-0.5
peripheral,-0.188,-0.188
peripherally,0.0,-0.429
periphery,-0.031,-0.474
periscope,0.208,-0.25
perish,-0.408,0.14
perishable,-0.46,-0.072
perished,-0.73,0.192
perishing,-0.542,-0.154
peritonitis,-1.0,1.0
periwinkle,0.278,-1.0
perjure,-1.0,0.63
perjured,-1.0,0.667
perjurer,-1.0,0.667
perjury,-0.542,0.372
perk,0.806,0.038
perkily,0.704,0.958
perkiness,0.958,1.0
perky,0.792,0.584
perm,0.334,-0.07
permafrost,0.0,-1.0
permanence,0.542,-0.26
permanency,0.667,-1.0
permanent,0.49,-0.31
permanently,0.0,-0.667
permeability,0.0,-0.083
permeable,0.27,-0.196
permeably,0.0,-0.667
permeate,-0.166,-0.18
permeation,-0.164,0.118
permissibility,0.524,-0.519
permissible,0.368,0.292
permissibly,0.429,-0.667
permission,0.224,-0.378
permissive,0.266,-0.222
permissively,0.0,-0.519
permissiveness,0.185,-0.222
permit,0.466,-0.302
permitted,0.73,-0.18
permitting,0.448,-0.038
permutable,0.0,-0.048
permutation,-0.23,0.176
pernicious,-0.542,0.2
perniciously,-1.0,0.667
perniciousness,-1.0,-0.667
peroxide,-0.084,0.058
perp,-0.667,0.667
perpendicular,0.02,-0.204
perpendicularity,0.0,-1.0
perpendicularly,0.0,0.0
perpetrate,-0.346,0.674
perpetration,-0.667,0.714
perpetrator,-0.542,0.53
perpetual,0.25,-0.124
perpetually,0.02,-0.054
perpetuate,-0.206,0.176
perpetuation,0.02,0.354
perpetuator,-0.667,0.667
perpetuity,0.18,-0.132
perplex,-0.556,-0.667
perplexed,-0.376,0.41
perplexedly,-0.556,0.056
perplexing,-0.368,0.06
perplexity,-0.45,0.44
persecute,-0.438,0.746
persecuted,-1.0,0.667
persecution,-0.542,0.73
persecutor,-1.0,0.81
persecutory,-0.952,0.857
perseverance,0.776,0.26
perseverant,0.857,0.667
persevere,0.604,0.166
persian,0.0,0.0
persimmon,0.333,-0.917
persist,0.53,0.288
persistence,0.368,0.222
persistency,0.722,0.667
persistent,0.292,0.334
persistently,0.0,0.667
persisting,0.394,0.354
persnickety,-0.667,0.519
person,0.292,-0.274
persona,0.482,-0.04
personable,0.632,0.04
personably,0.667,-0.63
personage,0.306,-0.352
personal,0.5,-0.378
personalities,0.583,0.111
personality,0.792,0.026
personalization,0.63,0.556
personalize,0.667,0.556
personally,0.111,-0.037
personhood,0.667,-0.667
personification,0.52,-0.058
personifier,0.667,0.333
personify,0.571,0.542
personnel,0.458,-0.312
persons,0.738,-0.396
perspective,0.376,-0.06
perspiration,-0.23,0.334
perspire,0.0,0.667
persuadable,0.0,-0.333
persuade,0.24,0.236
persuaded,0.667,0.619
persuader,0.556,0.778
persuasion,0.224,0.34
persuasive,0.48,0.4
persuasively,0.667,0.63
persuasiveness,0.905,0.571
pert,-0.062,-0.08
pertain,0.429,-0.667
pertinence,0.619,-0.5
pertinent,0.16,-0.334
pertinently,0.667,-0.542
pertly,0.667,0.476
pertness,-0.208,0.625
perturb,-0.667,0.667
perturbation,-0.46,0.68
pertussis,-0.442,0.138
perusable,0.625,-0.333
perusal,0.244,-0.53
peruse,0.006,-0.46
perv,-1.0,0.667
pervade,0.292,0.556
pervader,-0.524,0.667
pervading,-0.164,0.368
pervasion,0.0,-0.185
pervasive,0.0,0.208
pervasively,-0.067,0.375
pervasiveness,0.0,-0.667
perverse,-0.708,0.616
perversely,-0.667,0.667
perverseness,-0.963,0.667
perversion,-0.834,0.66
perversity,-0.667,0.667
pervert,-0.836,0.726
perverted,-0.876,0.836
pervious,0.0,0.0
peskiness,-0.667,0.667
pesky,-0.5,0.52
peso,0.0,0.0
pesos,0.667,0.0
pessimism,-0.834,-0.032
pessimist,-0.75,-0.06
pessimistic,-0.824,-0.212
pessimistically,-0.944,-0.63
pest,-0.645,0.514
pester,-0.714,0.56
pesticide,-0.667,0.611
pestilence,-0.756,0.32
pestilent,-1.0,0.704
pestle,-0.146,-0.074
pesto,0.062,-0.354
pet,0.75,-0.346
petal,0.62,-0.612
petals,0.722,-1.0
peters,0.0,0.0
petit,0.333,0.0
petite,0.02,-0.292
petition,-0.004,0.15
petitioner,0.202,0.062
petloss,-0.458,-0.038
petpeeve,-0.25,0.188
petrie,-0.048,-0.083
petrified,-0.558,0.25
petrify,-0.646,0.142
petrochemical,-0.333,-0.074
petrol,-0.164,0.038
petroleum,0.166,-0.098
petted,0.667,-0.519
petticoat,0.1,-0.208
pettily,-0.667,-0.619
pettiness,-0.952,-0.667
petting,0.624,-0.076
petty,-0.58,0.074
petulance,-0.667,0.917
petulancy,-0.833,0.667
petulant,-0.506,0.37
petulantly,-0.667,0.619
petunia,0.166,-0.48
pew,-0.102,-0.53
pewter,-0.208,-0.48
peyote,-0.188,-0.076
phalange,0.0,0.0
phalanx,-0.204,-0.204
phallic,-0.333,0.667
phallus,-0.222,0.667
phantasm,-0.333,-0.458
phantasmagoric,0.125,0.667
phantom,-0.48,0.518
phantomlike,-0.333,-0.333
pharaoh,0.312,-0.018
pharma,-0.072,-0.118
pharmaceutical,0.0,-0.13
pharmaceutically,0.667,0.0
pharmaceutics,0.556,0.519
pharmacist,0.184,-0.236
pharmacologic,0.407,-0.667
pharmacological,0.0,0.292
pharmacologically,0.0,-0.667
pharmacologist,0.5,0.667
pharmacology,0.12,-0.12
pharmacotherapy,0.667,0.37
pharmacy,0.062,-0.326
pharynx,0.0,-0.074
phase,0.29,-0.4
phd,0.286,0.032
pheasant,0.082,-0.276
phenol,-0.37,0.0
phenom,0.833,0.667
phenomena,0.048,0.0
phenomenal,0.83,0.5
phenomenally,1.0,0.0
phenomenological,0.0,-0.667
phenomenology,0.125,-0.444
phenomenon,0.25,0.442
phenotype,0.0,-0.476
phenyl,0.0,0.0
pheromone,0.122,0.146
pheromones,0.0,0.625
phew,0.062,-0.142
phi,-0.16,-0.278
philanderer,-0.667,0.667
philanthropic,0.624,-0.148
philanthropically,1.0,-0.5
philanthropist,0.408,-0.074
philanthropy,0.49,-0.176
philharmonic,1.0,0.667
philistine,-0.22,0.0
philologically,0.593,-0.667
philosopher,0.368,-0.368
philosophic,0.376,-0.46
philosophical,0.438,-0.45
philosophically,0.037,-0.625
philosophize,0.625,-0.667
philosophizer,0.625,-0.667
philosophy,0.368,-0.49
phish,-0.667,0.667
phlebotomist,0.074,0.5
phlebotomy,-0.444,0.619
phlegm,-0.654,-0.212
phlegmatic,0.0,-0.958
phlegmatically,-0.333,-1.0
pho,0.082,-0.26
phobia,-0.654,0.808
phobic,-0.667,0.708
phoenix,0.306,-0.038
phone,0.458,-0.312
phonebook,0.0,-0.095
phoned,0.067,0.333
phonemic,0.0,0.0
phonetic,0.084,-0.13
phonetically,0.0,-0.444
phonetician,0.0,0.292
phonetics,0.292,-0.15
phoney,-0.667,0.667
phonic,0.0,0.286
phonics,-0.02,0.038
phoniness,-0.714,-0.63
phonogram,0.333,0.0
phonograph,0.122,-0.204
phonographic,0.0,0.0
phonographically,0.0,0.222
phonologic,0.0,0.286
phonological,0.0,-0.833
phonologically,0.0,-0.593
phonology,0.39,-0.196
phonotype,0.0,0.0
phony,-0.77,0.184
phooey,-0.334,-0.02
phosphate,0.0,-0.388
phosphor,-0.124,-0.04
phosphoresce,0.625,0.333
phosphorescence,0.5,0.333
phosphorescent,0.417,0.238
phosphorescently,0.0,0.333
phosphoric,0.0,0.125
phosphorous,0.083,0.048
phosphorus,-0.142,0.078
photo,0.458,-0.346
photoactive,0.238,1.0
photobiotic,0.667,0.111
photocell,0.133,0.074
photochemical,0.0,0.667
photochemistry,0.625,-0.296
photocomposition,0.0,0.667
photoconductivity,0.0,0.667
photocopier,0.0,0.593
photocopy,0.0,0.25
photodecomposition,-0.583,0.583
photodisintegration,-0.667,1.0
photodynamic,0.0,0.417
photoelectric,0.148,0.542
photoelectrical,0.0,0.0
photoelectron,0.0,1.0
photoemission,0.067,0.519
photoengraver,0.0,0.667
photoengraving,0.167,-0.667
photofinisher,0.667,0.667
photofinishing,0.519,0.667
photogenic,0.56,0.0
photogram,0.0,0.0
photograph,0.354,-0.294
photographable,0.333,0.0
photographer,0.428,-0.038
photographic,0.522,-0.142
photographical,0.278,0.0
photographically,0.0,-0.381
photography,0.26,-0.138
photojournalism,0.63,0.667
photojournalist,0.75,0.714
photolithograph,0.0,0.0
photolithographic,0.0,0.593
photolithography,0.0,-0.667
photoluminescence,0.467,0.208
photomap,0.667,0.0
photomechanical,0.0,-0.667
photometer,0.111,0.083
photometric,0.0,-0.667
photometry,-0.166,-0.088
photomicrography,0.0,-0.556
photomicroscope,0.667,-0.25
photomontage,0.667,0.583
photomultiplier,0.095,0.667
photomural,0.625,-0.519
photon,-0.082,-0.122
